state,industry,gdp_millions_2024,jobs_thousands_2024,avg_pay_2024,source
United States,"Agriculture, forestry, fishing",269686.3,1246,46932,"GDP: BEA SAGDP2 nominal 2024; Jobs/Pay: BLS QCEW 2024 (private sectors=private ownership, Government=fed+state+local)"
United States,Mining,404247.7,586,129939,"GDP: BEA SAGDP2 nominal 2024; Jobs/Pay: BLS QCEW 2024 (private sectors=private ownership, Government=fed+state+local)"
United States,Utilities,454357.8,589,134956,"GDP: BEA SAGDP2 nominal 2024; Jobs/Pay: BLS QCEW 2024 (private sectors=private ownership, Government=fed+state+local)"
United States,Construction,1305402.2,8135,81054,"GDP: BEA SAGDP2 nominal 2024; Jobs/Pay: BLS QCEW 2024 (private sectors=private ownership, Government=fed+state+local)"
United States,Manufacturing,2880724.1,12719,85483,"GDP: BEA SAGDP2 nominal 2024; Jobs/Pay: BLS QCEW 2024 (private sectors=private ownership, Government=fed+state+local)"
United States,Wholesale trade,1706288.7,6107,101805,"GDP: BEA SAGDP2 nominal 2024; Jobs/Pay: BLS QCEW 2024 (private sectors=private ownership, Government=fed+state+local)"
United States,Retail trade,1849038.8,15479,42075,"GDP: BEA SAGDP2 nominal 2024; Jobs/Pay: BLS QCEW 2024 (private sectors=private ownership, Government=fed+state+local)"
United States,Transportation & warehousing,987300.8,6562,67202,"GDP: BEA SAGDP2 nominal 2024; Jobs/Pay: BLS QCEW 2024 (private sectors=private ownership, Government=fed+state+local)"
United States,Information,1592692.9,2849,175316,"GDP: BEA SAGDP2 nominal 2024; Jobs/Pay: BLS QCEW 2024 (private sectors=private ownership, Government=fed+state+local)"
United States,Finance & insurance,2229155.2,6290,143074,"GDP: BEA SAGDP2 nominal 2024; Jobs/Pay: BLS QCEW 2024 (private sectors=private ownership, Government=fed+state+local)"
United States,"Real estate, rental & leasing",4052399.3,2406,77035,"GDP: BEA SAGDP2 nominal 2024; Jobs/Pay: BLS QCEW 2024 (private sectors=private ownership, Government=fed+state+local)"
